model,bandwidth_mbps,cpu_load_target,strategy,repeats,actual_warmup_runs,split_nodes,edge_node_count,cloud_node_count,estimated_total_ms,actual_total_mean_ms,actual_total_std_ms,edge_actual_mean_ms,edge_actual_std_ms,transmission_actual_mean_ms,transmission_actual_std_ms,cloud_actual_mean_ms,cloud_actual_std_ms,payload_bytes_mean,payload_bytes_std,cpu_load_avg,cpu_load_min,cpu_load_max
googlenet,0.5,0.0,dsl,10,2,,198,0,49.66465999999912,44.13408999999993,2.1063876246893143,44.13408999999993,2.1063876246893143,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,0.5,0.0,pure_edge,10,2,,198,0,49.66465999999912,47.30930000000004,2.570272364728898,47.30930000000004,2.570272364728898,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,0.5,0.0,pure_cloud,10,2,__input__,1,197,9653.324999999728,9661.776959999997,6.813805970102189,0.26877999999967983,0.13999600629223508,9646.527639999988,6.837713480125678,14.980540000010478,1.7996895208925838,602112.0,0.0,9.7,9.7,9.7
googlenet,1.0,0.0,dsl,10,2,,198,0,49.66465999999912,46.98990999999921,2.5560503444195133,46.98990999999921,2.5560503444195133,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,1.0,0.0,pure_edge,10,2,,198,0,49.66465999999912,47.529610000000844,4.122477703314194,47.529610000000844,4.122477703314194,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,1.0,0.0,pure_cloud,10,2,__input__,1,197,4836.428999999728,4846.030680000002,6.042550369189352,0.2716300000031424,0.10891709436479068,4829.292990000027,4.932119430915969,16.46605999997064,3.088286465994894,602112.0,0.0,9.7,9.7,9.7
googlenet,5.0,0.0,dsl,10,2,,198,0,49.66465999999912,57.22679999999514,14.510918656885313,57.22679999999514,14.510918656885313,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,5.0,0.0,pure_edge,10,2,,198,0,49.66465999999912,62.7643599999999,5.270716430368614,62.7643599999999,5.270716430368614,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
googlenet,5.0,0.0,pure_cloud,10,2,__input__,1,197,982.9121999997284,997.9826300000042,3.8779054392343735,0.3203300000024001,0.09625420106447054,979.2157700000189,4.760152999180179,18.446529999982886,4.838839392991631,602112.0,0.0,9.7,9.7,9.7
googlenet,10.0,0.0,dsl,10,2,,198,0,49.66465999999912,76.94681000000116,13.777721478488063,76.94681000000116,13.777721478488063,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
